Customer,State,Customer Lifetime Value,Response,Coverage_Ext,Coverage_Pre,Edu_College,Edu_Bach,Edu_Master,Edu_Doctor,Effective To Date,Employ_Unemp,Employ_Dis,Employ_Med,Employ_Ret,Gender,Income,Locat_Sub,Locat_Rural,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy_Cor,Policy_Spe,Level_2,Level_3,Renew_O2,Renew_O3,Renew_O4,Sales_Bch,Sales_Call,Sales_Web,Total Claim Amount,Vehicle Class,Vehicle_Med,Vehicle_Large
QA87025,Oregon,5670.442396,No,0,0,0,1,0,0,1/31/11,0,0,0,0,F,28406,0,0,Married,72,16,35,1,4,0,0,0,1,0,0,0,0,1,0,192.87572,Four-Door Car,1,0
TQ13499,Arizona,4731.749346,No,0,1,1,0,0,0,2001/2/11,0,0,0,0,M,69833,1,0,Married,118,32,99,0,1,0,0,0,1,0,0,0,0,0,0,828.662719,Four-Door Car,0,0
BU44523,Arizona,8026.379641,No,0,0,0,0,0,0,2002/7/11,1,0,0,0,F,0,1,0,Single,74,15,91,0,2,1,0,1,0,0,0,0,0,0,1,532.8,Four-Door Car,0,0
MS41162,Arizona,4022.963529,No,0,0,0,0,0,0,1/26/11,1,0,0,0,M,0,1,0,Single,117,6,1,0,1,0,0,0,1,0,0,0,0,0,0,975.107098,SUV,1,0
PU25891,Oregon,9618.310865,No,0,0,0,0,0,0,2001/11/11,0,0,0,0,F,80536,0,1,Married,119,5,83,0,3,0,1,1,0,0,0,0,1,0,0,53.798708,Sports Car,1,0
RB81636,Washington,2274.775451,No,0,0,1,0,0,0,1/15/11,1,0,0,0,F,0,1,0,Single,63,2,5,0,1,0,0,1,0,1,0,0,0,0,0,606.642452,Four-Door Car,0,0
SX26335,Oregon,9552.926922,No,1,0,1,0,0,0,2002/8/11,0,0,0,0,F,97732,0,0,Married,79,0,70,0,2,0,0,0,1,0,0,1,1,0,0,289.9122,Four-Door Car,1,0
AZ95587,Arizona,10388.55323,No,1,0,0,1,0,0,2001/11/11,0,0,0,0,F,61222,0,0,Single,89,20,55,0,2,0,1,0,1,0,1,0,1,0,0,392.604371,Four-Door Car,0,0
DS81757,Oregon,2470.121222,No,0,0,1,0,0,0,2001/9/11,1,0,0,0,M,0,1,0,Single,74,7,20,0,1,0,0,0,0,0,0,1,0,0,1,721.242206,Two-Door Car,0,1
OJ94107,Arizona,5619.068508,No,0,1,0,0,1,0,2002/4/11,0,0,0,0,M,50335,0,0,Married,140,9,54,0,1,0,0,1,0,0,0,0,0,1,0,456.52385,SUV,1,0
LP84436,California,9047.119209,No,1,0,0,0,0,0,1/21/11,1,0,0,0,F,0,1,0,Single,127,30,11,0,6,0,0,1,0,0,1,0,1,0,0,1087.995426,Sports Car,1,0
YV64727,Washington,6692.143668,No,0,1,0,0,0,0,2/16/11,0,0,0,0,M,63221,1,0,Married,168,28,49,0,1,1,0,0,1,0,1,0,0,0,0,806.4,SUV,1,0
LM19287,Oregon,3731.504584,Yes,1,0,0,0,0,0,2/24/11,1,0,0,0,F,0,1,0,Married,96,31,34,0,1,0,0,0,0,0,0,0,0,0,0,460.8,Four-Door Car,0,1
ZU18643,Nevada,3660.770258,No,1,0,0,1,0,0,1/18/11,0,0,0,0,M,64495,0,0,Married,92,34,30,0,1,1,0,1,0,0,0,1,0,0,1,251.992083,Four-Door Car,1,0
AZ82578,California,7928.829252,No,0,0,1,0,0,0,1/30/11,1,0,0,0,F,0,1,0,Married,72,7,75,0,2,1,0,0,1,0,0,0,0,1,0,345.6,Four-Door Car,1,0
XC67861,Arizona,5011.751577,No,0,0,0,1,0,0,2001/9/11,0,0,0,0,F,28859,1,0,Divorced,67,24,51,3,4,1,0,1,0,0,0,0,0,1,0,321.6,Two-Door Car,1,0
YC43143,Arizona,7988.258292,No,1,0,0,0,0,0,2002/1/11,0,0,0,0,F,77330,0,1,Married,99,0,21,0,3,0,0,0,1,1,0,0,0,0,1,99.257608,Four-Door Car,1,0
EK59571,Oregon,3885.456401,Yes,0,1,1,0,0,0,2/28/11,1,0,0,0,M,0,1,0,Married,105,3,92,0,1,1,0,1,0,0,0,0,1,0,0,504,Four-Door Car,0,1
GD83998,Washington,2659.337982,No,0,0,0,1,0,0,1/31/11,0,0,0,0,M,24495,1,0,Single,70,29,65,0,1,0,0,1,0,0,0,1,1,0,0,336,Four-Door Car,0,0
WA25797,Washington,8564.768226,Yes,0,0,0,0,0,0,2/17/11,0,0,0,0,M,95697,0,1,Married,107,29,29,0,9,0,0,0,1,1,0,0,0,0,0,178.006524,Sports Car,1,0
PD27940,Arizona,4885.162511,No,1,0,0,0,0,0,2002/12/11,0,1,0,0,M,26372,1,0,Married,126,11,7,0,1,0,0,0,1,0,0,1,0,0,0,604.8,SUV,1,0
BS77946,Arizona,9753.307106,No,1,0,0,1,0,0,2/24/11,0,0,1,0,F,17514,0,1,Married,127,2,5,0,3,0,0,0,0,0,0,0,1,0,0,8.312729,SUV,1,0
YM50253,California,2946.153697,No,0,0,0,1,0,0,2002/1/11,0,0,0,0,F,89270,0,0,Single,74,17,90,0,1,0,0,0,1,1,0,0,1,0,0,316.599228,Four-Door Car,1,0
NR15332,California,2581.110945,No,0,0,0,0,0,0,2002/6/11,0,0,0,0,M,29757,1,0,Married,65,13,55,0,1,0,0,1,0,1,0,0,0,0,1,312,Four-Door Car,0,0
RC62865,Oregon,3517.385764,No,1,0,1,0,0,0,1/23/11,0,0,0,0,M,51814,0,1,Single,92,28,89,0,1,0,0,1,0,0,1,0,0,0,0,56.300724,Four-Door Car,1,0
CC15295,Oregon,9743.350113,No,1,0,0,1,0,0,1/21/11,0,0,0,0,F,24028,1,0,Married,82,14,27,0,2,0,0,1,0,1,0,0,0,0,0,393.6,Four-Door Car,0,0
KA61892,Arizona,3873.647046,Yes,0,0,1,0,0,0,1/20/11,0,0,0,1,M,28142,1,0,Married,105,18,50,0,1,0,0,0,1,1,0,0,0,0,0,701.708239,Sports Car,1,0
OS94884,Arizona,7649.28199,No,0,0,0,1,0,0,2001/6/11,0,0,0,0,F,52705,0,1,Married,64,14,8,1,2,0,0,1,0,0,0,0,0,0,1,128.705563,Two-Door Car,0,1
ND87334,California,2287.59692,No,0,0,0,0,0,0,2/22/11,1,0,0,0,M,0,1,0,Married,63,1,5,0,1,1,0,0,1,1,0,0,0,0,0,679.368378,Two-Door Car,1,0
ML93326,Washington,4475.424592,No,0,0,1,0,0,0,2/27/11,0,0,0,0,F,84903,0,0,Married,111,7,63,0,1,0,0,0,0,0,0,0,0,0,0,497.126827,SUV,1,0
YL74911,California,8714.922135,Yes,0,0,1,0,0,0,2/21/11,1,0,0,0,F,0,1,0,Divorced,118,14,64,0,4,0,0,0,1,0,0,0,0,0,0,566.4,SUV,1,0
JP69864,Washington,2248.449633,Yes,0,0,0,1,0,0,1/29/11,0,0,0,1,F,24910,1,0,Single,63,7,63,1,1,0,0,0,0,0,0,0,1,0,0,347.857619,Four-Door Car,1,0
HL53154,California,7416.197322,No,1,0,0,1,0,0,2/22/11,1,0,0,0,M,0,1,0,Single,77,15,12,2,2,0,0,0,1,0,0,0,0,0,0,554.4,Four-Door Car,1,0
RI78966,Oregon,7771.158973,No,0,0,0,0,1,0,2/21/11,0,0,1,0,M,21876,1,0,Married,68,12,28,0,2,0,0,0,1,0,0,0,0,0,0,465.41477,Four-Door Car,0,0
IC13702,California,6968.3419,No,0,0,0,1,0,0,2001/10/11,1,0,0,0,F,0,1,0,Single,69,33,61,1,2,0,0,0,1,0,0,0,0,0,0,496.8,Four-Door Car,0,0
BE10809,California,4250.282624,Yes,0,0,0,0,0,0,1/18/11,1,0,0,0,F,0,1,0,Single,61,17,1,1,7,0,0,0,0,0,0,0,0,0,0,292.8,Four-Door Car,0,0
HT87217,Oregon,19776.56654,No,1,0,0,0,0,0,1/16/11,0,0,0,0,F,70699,0,0,Divorced,82,1,57,0,2,0,0,1,0,0,1,0,0,0,0,256.813837,Four-Door Car,1,0
TH95618,California,21343.46599,No,0,0,0,0,0,0,2001/6/11,1,0,0,0,F,0,1,0,Married,74,11,85,1,2,0,0,1,0,0,0,0,0,0,0,355.2,Four-Door Car,1,0
TS19868,California,2413.139714,No,0,0,1,0,0,0,1/27/11,0,0,1,0,M,27501,1,0,Married,63,20,0,0,1,0,0,0,0,0,0,1,1,0,0,542.319401,Four-Door Car,1,0
LP45550,Oregon,15363.84716,No,0,1,0,0,0,1,1/15/11,0,1,0,0,F,15897,0,0,Divorced,101,30,99,0,2,0,0,0,1,1,0,0,0,0,0,303.148399,Four-Door Car,1,0
QR87004,Nevada,8456.961887,No,0,0,1,0,0,0,2001/9/11,0,0,0,0,F,25141,0,1,Divorced,73,12,4,1,2,0,0,0,1,0,1,0,0,0,0,25.438063,Four-Door Car,1,0
OE75747,Nevada,2189.642522,No,0,0,1,0,0,0,1/28/11,1,0,0,0,F,0,1,0,Married,61,5,46,3,1,0,0,1,0,0,1,0,0,0,0,292.8,Four-Door Car,0,0
DX91392,California,5780.182197,Yes,0,0,0,0,0,0,2/26/11,0,0,0,0,M,51066,1,0,Single,74,23,0,0,8,0,0,1,0,1,0,0,0,1,0,787.993313,Four-Door Car,1,0
AB72731,California,4639.981638,No,0,0,0,1,0,0,2001/4/11,0,0,0,0,F,28358,0,1,Married,117,24,37,0,1,0,0,1,0,1,0,0,0,1,0,84.024413,Sports Car,1,0
RU49126,Washington,4465.335703,No,0,0,1,0,0,0,2002/1/11,0,0,0,0,F,61846,0,1,Married,112,1,48,0,1,0,0,1,0,1,0,0,0,0,0,215.8182,SUV,1,0
IS12901,Arizona,5968.118877,No,0,0,0,1,0,0,1/27/11,0,0,0,0,F,90972,0,0,Married,74,3,47,0,8,0,0,0,1,1,0,0,0,1,0,232.926145,Two-Door Car,1,0
IX37561,Washington,5097.763337,No,0,0,1,0,0,0,2/14/11,1,0,0,0,F,0,1,0,Single,74,3,95,0,7,0,0,0,1,0,1,0,0,0,1,532.8,Two-Door Car,1,0
HH90090,California,4076.634665,No,0,0,0,1,0,0,1/23/11,0,0,0,0,F,29549,1,0,Divorced,104,17,51,0,1,0,0,1,0,1,0,0,0,1,0,710.433775,Sports Car,0,0
IU25463,California,12252.60179,No,0,1,0,1,0,0,2/18/11,1,0,0,0,F,0,1,0,Married,115,12,17,1,2,0,0,1,0,0,0,0,0,0,0,552,Four-Door Car,1,0
KC11055,Nevada,16936.27147,No,1,0,0,1,0,0,1/24/11,0,0,0,0,F,39411,1,0,Married,217,4,29,2,4,0,0,0,1,0,1,0,1,0,0,1122.658899,Luxury Car,1,0
PD33979,Oregon,4892.435461,No,0,0,0,0,0,0,2/18/11,0,0,0,0,M,21709,1,0,Married,62,28,17,0,3,0,0,1,0,1,0,0,1,0,0,408.374746,Four-Door Car,0,1
NK71023,Nevada,9942.304791,No,1,0,0,1,0,0,1/19/11,0,0,0,0,M,67890,1,0,Single,85,23,57,0,2,0,0,1,0,0,0,1,0,0,0,408,Four-Door Car,0,0
AB13432,California,3735.838129,No,0,0,0,1,0,0,2001/4/11,1,0,0,0,M,0,1,0,Single,110,3,16,0,1,0,0,0,1,0,0,0,0,0,0,792,SUV,1,0
OZ97704,California,13117.52215,No,0,0,0,0,0,0,2002/7/11,0,0,0,0,F,84311,1,0,Single,111,11,98,4,2,0,0,0,1,0,1,0,0,1,0,532.8,SUV,0,0
UF46533,California,4574.524094,No,0,0,1,0,0,0,1/30/11,0,0,0,0,F,99316,1,0,Single,114,26,53,0,1,1,0,0,1,1,0,0,1,0,0,754.358929,SUV,1,0
XP47431,Arizona,5470.060561,Yes,1,0,0,1,0,0,2/17/11,0,0,0,0,F,54507,1,0,Married,138,20,11,0,1,0,0,0,0,1,0,0,0,0,0,702.990032,SUV,1,0
GK73582,California,2978.84601,No,1,0,0,1,0,0,1/13/11,0,0,0,0,F,64586,0,0,Single,76,3,17,0,1,0,0,0,0,0,1,0,1,0,0,206.837111,Four-Door Car,1,0
RV98763,Oregon,6410.967544,No,1,0,1,0,0,0,2002/8/11,0,0,0,0,M,61709,0,0,Married,82,5,41,2,7,0,0,0,1,0,1,0,1,0,0,275.395894,Four-Door Car,1,0
II62831,California,4479.023088,No,0,0,0,0,1,0,1/29/11,0,0,0,0,M,94656,0,0,Married,111,12,79,1,1,0,1,1,0,0,0,1,0,0,1,459.738128,SUV,1,0
XK33449,California,2383.731879,No,0,0,0,0,0,0,2002/5/11,1,0,0,0,F,0,1,0,Single,69,5,40,0,1,0,1,0,1,0,0,1,1,0,0,496.8,Two-Door Car,0,0
TR85083,California,2764.493659,No,0,0,0,1,0,0,1/20/11,0,0,0,0,M,61085,1,0,Married,70,27,34,1,1,0,0,0,1,1,0,0,1,0,0,336,Two-Door Car,1,0
EO95328,Oregon,7920.105377,No,0,0,0,1,0,0,1/27/11,0,0,0,0,F,89284,1,0,Married,67,7,31,3,2,0,0,1,0,0,0,1,0,0,0,321.6,Two-Door Car,0,0
EN21086,Arizona,6889.097981,No,0,0,0,0,0,0,2001/9/11,1,0,0,0,F,0,1,0,Divorced,63,6,12,0,2,0,0,1,0,0,0,0,1,0,0,302.4,Four-Door Car,0,0
YL83902,Washington,3274.194616,No,1,0,0,1,0,0,2001/11/11,0,0,0,0,F,31686,1,0,Married,81,11,33,0,1,0,0,0,1,0,0,0,0,0,0,430.994107,Four-Door Car,0,0
AZ62651,Oregon,9951.707743,No,0,1,0,0,0,0,2/17/11,0,0,0,0,M,56855,1,0,Single,255,12,1,0,1,1,0,0,1,0,0,1,0,0,1,1836,Luxury SUV,1,0
ZW25874,Oregon,2521.555686,No,0,0,0,1,0,0,2/16/11,0,0,0,0,M,53703,0,1,Single,67,3,45,2,1,0,1,0,1,0,0,0,1,0,0,67.632476,Four-Door Car,1,0
EH41854,Washington,23706.11337,No,1,0,0,0,0,0,2002/10/11,1,0,0,0,F,0,1,0,Single,96,12,35,1,2,0,0,0,0,0,1,0,1,0,0,844.481918,Two-Door Car,1,0
MW70227,California,6047.02516,Yes,1,0,1,0,0,0,2/19/11,0,0,0,0,M,20396,1,0,Married,76,15,60,1,4,0,0,0,0,0,0,0,1,0,0,364.8,Four-Door Car,1,0
SL22297,California,11140.30248,No,0,1,0,0,1,0,1/21/11,0,1,0,0,F,27679,1,0,Single,150,30,28,0,3,0,0,0,0,0,0,0,0,1,0,722.486994,SUV,1,0
RV14138,Nevada,4334.064096,Yes,1,0,0,1,0,0,2/27/11,0,0,0,1,F,23904,1,0,Single,123,1,67,3,1,0,0,0,1,0,0,0,0,0,0,590.4,SUV,1,0
UO62808,Arizona,2799.74791,No,0,0,0,0,0,0,2002/4/11,0,0,0,0,F,65351,1,0,Married,69,4,54,0,1,1,0,0,0,1,0,0,0,1,0,481.027516,Four-Door Car,1,0
ZX64745,California,7923.136624,No,0,0,1,0,0,0,1/18/11,1,0,0,0,M,0,1,0,Single,113,20,1,0,7,0,0,1,0,0,0,0,0,0,0,1124.427734,SUV,1,0
FL34139,California,3688.110888,No,0,0,0,0,0,0,2002/3/11,1,0,0,0,M,0,1,0,Single,63,0,54,3,7,0,0,1,0,0,0,0,0,1,0,669.682001,Four-Door Car,1,0
TS11219,California,12067.45599,No,0,0,1,0,0,0,2001/2/11,1,0,0,0,M,0,1,0,Single,116,14,35,0,2,0,0,1,0,0,0,0,0,0,0,1284.093173,SUV,1,0
XX12304,California,2924.976721,No,0,0,1,0,0,0,2001/9/11,0,0,0,0,F,64459,0,0,Married,72,16,64,0,1,0,0,0,0,1,0,0,1,0,0,240.259479,Four-Door Car,1,0
SD64087,California,15014.0927,No,0,1,1,0,0,0,1/19/11,0,0,0,0,M,32961,1,0,Married,190,13,53,0,3,1,0,1,0,0,0,0,1,0,0,912,SUV,0,0
OY38576,Oregon,9277.233839,No,0,0,0,0,0,0,2001/11/11,0,0,0,0,F,71416,1,0,Divorced,116,10,0,0,3,1,0,0,1,1,0,0,0,0,0,556.8,SUV,1,0
BG76355,Washington,6274.123875,No,1,0,0,1,0,0,1/31/11,0,0,0,0,F,68964,0,1,Married,78,15,6,0,3,0,0,0,1,0,1,0,0,0,1,115.086827,Four-Door Car,1,0
IP66913,California,3886.647414,No,1,0,0,0,0,0,2001/11/11,0,0,0,0,M,78108,1,0,Single,98,12,34,0,1,0,0,0,1,1,0,0,0,0,0,470.4,Two-Door Car,0,0
LE95702,California,4386.277558,Yes,0,0,1,0,0,0,2002/11/11,0,0,0,1,M,10621,1,0,Single,67,28,22,0,5,0,1,0,1,0,0,0,0,0,0,321.6,Four-Door Car,1,0
KX54357,Washington,11365.26766,No,1,0,1,0,0,0,1/22/11,0,0,0,0,M,84910,0,0,Married,95,4,69,0,2,1,0,0,1,1,0,0,0,0,1,383.167471,Two-Door Car,0,0
EZ78112,California,5610.96434,No,0,0,0,0,0,0,2/24/11,0,0,0,0,F,77493,0,0,Single,70,2,35,0,3,0,1,0,1,0,0,0,0,0,0,307.963291,Four-Door Car,1,0
XN16891,Arizona,2912.892035,No,0,0,1,0,0,0,2/28/11,0,0,0,0,M,81097,1,0,Divorced,74,7,67,0,1,0,0,0,0,0,0,1,0,0,0,355.2,Four-Door Car,0,0
XK31350,Oregon,6915.729915,No,1,0,1,0,0,0,1/25/11,0,0,0,0,F,96610,1,0,Married,85,6,23,0,3,1,0,0,0,0,0,1,0,1,0,520.364752,Four-Door Car,0,1
CC30924,Oregon,6262.663307,No,0,1,1,0,0,0,2/26/11,0,0,0,0,M,30110,0,0,Married,159,20,71,0,1,1,0,0,1,0,0,1,0,0,0,466.436375,Sports Car,0,0
IT78748,Oregon,6503.397049,Yes,1,0,0,0,0,0,2/19/11,0,1,0,0,F,22081,1,0,Married,84,1,9,0,6,0,1,0,1,0,0,0,0,0,0,451.670309,Two-Door Car,0,0
KY33386,Washington,8007.399376,Yes,0,0,0,0,0,0,2001/2/11,1,0,0,0,F,0,1,0,Divorced,112,12,93,0,3,0,0,0,1,0,0,0,0,0,1,537.6,Sports Car,1,0
CO44221,California,2929.916512,No,0,0,1,0,0,0,2001/2/11,0,0,0,0,M,98473,1,0,Married,72,19,69,0,1,0,0,0,0,1,0,0,1,0,0,345.6,Four-Door Car,1,0
LK60013,Oregon,5969.55297,No,0,0,0,1,0,0,1/26/11,0,0,0,0,F,97431,1,0,Married,74,1,72,0,3,0,0,1,0,0,1,0,1,0,0,355.2,Four-Door Car,1,0
DE21533,California,5473.15987,No,0,0,0,1,0,0,2002/2/11,0,0,0,0,M,93870,1,0,Divorced,69,1,96,0,8,0,0,1,0,0,0,0,0,1,0,331.2,Four-Door Car,1,0
YS94121,Nevada,5645.396665,No,0,0,0,0,0,0,2/27/11,0,0,0,0,M,50366,1,0,Divorced,72,9,5,0,9,0,0,0,0,0,0,0,0,1,0,428.734656,Four-Door Car,0,0
UK68427,Washington,6369.262355,Yes,1,0,0,0,0,0,1/20/11,0,0,0,0,M,34498,1,0,Single,83,30,72,0,7,0,0,0,1,1,0,0,1,0,0,398.4,Two-Door Car,0,0
TE49565,Oregon,11833.76732,No,0,0,1,0,0,0,1/17/11,0,1,0,0,F,16552,1,0,Married,103,23,53,0,2,0,0,0,1,1,0,0,0,1,0,494.4,SUV,0,0
RA88421,Oregon,6121.107929,No,1,0,1,0,0,0,1/17/11,0,0,0,0,F,26787,1,0,Married,77,7,50,0,5,0,0,0,1,0,1,0,1,0,0,369.6,Four-Door Car,1,0
KQ51983,Nevada,5159.369746,No,0,0,1,0,0,0,2/24/11,1,0,0,0,M,0,1,0,Single,74,2,42,0,9,0,0,0,0,0,0,0,1,0,0,831.752839,Two-Door Car,1,0
CD88896,Nevada,2514.59196,Yes,0,0,0,0,0,0,2/14/11,0,0,0,0,F,43860,0,1,Single,65,15,58,0,1,1,0,0,1,1,0,0,0,0,0,156.124914,Four-Door Car,1,0
YV22553,Arizona,8668.611261,No,0,0,0,0,0,0,2/20/11,0,0,0,0,M,21474,0,0,Married,114,13,72,2,9,1,0,0,1,0,0,0,0,0,0,373.428187,SUV,0,0
WU14435,California,4960.965384,No,0,0,0,1,0,0,2/19/11,0,1,0,0,M,18174,1,0,Married,66,8,16,0,9,1,0,0,0,0,0,0,0,0,0,395.934815,Four-Door Car,0,0
XV84099,Arizona,5504.139033,Yes,0,0,0,1,0,0,2002/8/11,1,0,0,0,F,0,1,0,Married,73,18,45,0,5,1,0,0,0,0,0,0,0,1,0,350.4,Four-Door Car,1,0
RI24911,Arizona,7507.455372,Yes,0,0,1,0,0,0,2002/6/11,0,0,0,0,M,60920,0,0,Single,64,10,61,0,2,0,0,0,1,1,0,0,0,0,0,231.201886,Two-Door Car,1,0
KO26461,Arizona,32269.85139,No,1,0,0,0,0,0,2/27/11,0,0,0,0,M,41520,0,0,Married,90,18,70,0,2,0,0,1,0,0,0,0,0,0,0,289.904105,Four-Door Car,1,0
HI14283,Oregon,5657.031588,No,0,1,0,1,0,0,2002/1/11,1,0,0,0,F,0,1,0,Married,152,12,89,0,1,0,0,0,1,0,0,0,0,0,1,729.6,SUV,0,0
PT50227,Arizona,5061.757902,No,0,0,0,0,0,0,2/23/11,1,0,0,0,M,0,1,0,Married,68,19,16,0,8,0,0,0,1,0,1,0,0,1,0,326.4,Two-Door Car,1,0
BH36570,California,5912.783829,No,0,0,0,1,0,0,2001/11/11,0,0,0,0,M,72208,1,0,Married,73,3,84,0,8,0,0,0,1,0,0,0,1,0,0,350.4,Two-Door Car,0,0
TX17484,California,15182.27975,No,0,0,0,1,0,0,2002/10/11,0,0,0,0,F,53863,0,1,Married,63,12,30,0,2,0,0,1,0,0,0,0,0,0,1,105.765111,Four-Door Car,0,1
CT41158,Washington,10747.03094,No,1,0,1,0,0,0,2/25/11,0,0,0,0,M,66446,0,0,Divorced,136,8,77,0,3,1,0,0,0,1,0,0,1,0,0,639.464548,SUV,0,1
AO87348,Washington,2050.623512,No,0,0,1,0,0,0,2/16/11,1,0,0,0,M,0,1,0,Single,61,18,26,0,1,0,0,0,1,1,0,0,0,0,0,292.8,Four-Door Car,0,0
DE55857,Washington,2465.444865,No,0,0,0,1,0,0,1/30/11,0,0,0,0,F,64997,1,0,Single,63,7,99,1,1,0,0,0,1,1,0,0,0,0,0,383.442328,Four-Door Car,0,0
LF66923,Nevada,5343.121327,No,0,0,0,0,0,0,2002/11/11,0,0,0,0,F,64460,1,0,Married,66,18,42,0,3,1,0,0,1,1,0,0,0,0,0,316.8,Two-Door Car,0,0
CN24514,Arizona,8119.829071,No,0,0,1,0,0,0,1/14/11,0,0,0,0,F,46618,0,1,Married,67,22,77,0,2,0,0,0,0,0,1,0,0,0,0,99.085943,Four-Door Car,0,1
UW32074,Oregon,4605.265164,No,0,0,1,0,0,0,2/14/11,1,0,0,0,F,0,1,0,Divorced,64,13,64,0,4,1,0,0,1,0,0,0,1,0,0,307.2,Four-Door Car,0,0
HP36979,California,6408.785577,No,1,0,1,0,0,0,2002/3/11,0,0,0,0,M,49988,1,0,Married,84,6,37,5,5,0,0,1,0,1,0,0,0,0,1,566.935022,Two-Door Car,0,1
PP40919,California,2376.533508,No,1,0,1,0,0,0,1/31/11,1,0,0,0,F,0,1,0,Single,91,2,8,5,1,0,0,0,0,0,0,0,0,0,0,436.8,Two-Door Car,1,0
RO73268,California,3211.070017,No,1,0,0,1,0,0,2/15/11,0,1,0,0,M,16269,1,0,Divorced,86,6,84,0,1,1,0,1,0,0,1,0,0,0,0,412.8,Two-Door Car,1,0
HO61691,Arizona,5094.522262,No,0,0,0,1,0,0,2/27/11,0,0,0,0,F,72006,1,0,Divorced,64,4,38,0,3,0,0,0,0,0,0,1,0,0,0,307.2,Four-Door Car,1,0
BS13062,Arizona,25755.27817,No,1,0,0,0,0,0,1/21/11,1,0,0,0,F,0,1,0,Married,81,3,60,2,2,0,0,1,0,0,0,1,0,1,0,388.8,Four-Door Car,0,0
FO35655,Oregon,8672.229719,No,1,0,0,1,0,0,1/14/11,1,0,0,0,M,0,1,0,Single,245,34,83,0,1,1,0,0,1,0,0,0,1,0,0,2345.413441,Luxury SUV,1,0
HR10526,California,8044.73072,No,0,0,0,0,1,0,1/25/11,0,0,0,0,M,44320,1,0,Married,67,13,79,0,2,0,0,1,0,0,0,0,0,1,0,321.6,Four-Door Car,1,0
IA63417,Arizona,4001.519098,No,0,1,0,0,0,0,2002/2/11,0,0,0,1,F,19782,1,0,Divorced,108,13,66,0,1,0,0,0,1,0,1,0,0,0,1,773.470977,Two-Door Car,1,0
BH35016,Nevada,16706.11699,No,0,0,0,1,0,0,2002/9/11,0,0,0,0,F,63933,1,0,Divorced,70,35,98,0,2,0,0,0,1,0,0,0,0,1,0,424.883448,Two-Door Car,1,0
PK52952,Arizona,8544.411077,No,0,0,0,0,0,1,2/28/11,0,0,0,0,M,28224,1,0,Single,109,13,13,0,8,0,0,0,1,0,0,0,0,1,0,523.2,SUV,1,0
OD76309,Washington,7805.31287,Yes,0,0,1,0,0,0,1/27/11,0,0,0,1,F,21073,1,0,Divorced,106,25,54,1,3,0,0,0,1,0,0,0,0,0,0,508.8,SUV,0,0
IL28481,Oregon,6112.756868,No,1,0,0,1,0,0,2/19/11,0,0,0,0,M,63243,0,0,Married,77,21,73,0,3,0,0,0,1,0,0,1,0,1,0,364.240307,Four-Door Car,0,1
GY55092,Nevada,4772.943848,Yes,1,0,0,0,0,0,2/18/11,0,0,0,1,M,20993,1,0,Divorced,133,35,90,0,1,0,0,0,1,1,0,0,0,0,0,638.4,SUV,1,0
UF33451,Oregon,10979.09559,No,1,0,0,1,0,0,2/14/11,0,0,0,0,F,94827,0,0,Married,135,5,64,0,4,0,0,0,1,0,0,0,0,0,0,354.729129,SUV,1,0
CF15558,California,5004.263818,No,0,0,0,0,1,0,1/30/11,0,0,0,0,F,39161,0,0,Married,63,18,83,1,4,0,0,0,1,1,0,0,0,1,0,283.995953,Two-Door Car,0,0
JM62924,Washington,13223.04379,No,1,0,0,1,0,0,2002/9/11,0,0,0,0,M,37534,1,0,Married,84,2,0,2,2,0,0,0,1,0,1,0,1,0,0,403.2,Four-Door Car,1,0
EM66435,Oregon,2623.31543,No,0,0,0,1,0,0,2002/6/11,0,0,0,0,F,80210,0,1,Divorced,65,30,28,0,1,1,0,0,1,0,0,0,0,0,0,20.543176,Four-Door Car,1,0
QX45933,California,17840.19555,No,0,0,0,1,0,0,2/23/11,1,0,0,0,M,0,1,0,Married,62,32,59,0,2,0,0,0,0,0,0,0,0,0,0,385.115437,Four-Door Car,0,0
JI71369,California,5106.111827,No,0,0,1,0,0,0,2/22/11,0,0,0,0,F,30110,0,1,Married,64,2,4,0,5,0,0,0,0,0,0,0,0,0,1,140.165035,Four-Door Car,1,0
JU93290,Arizona,17930.60451,No,0,0,1,0,0,0,1/16/11,0,0,1,0,F,21708,1,0,Divorced,68,28,77,0,2,0,0,1,0,0,0,0,0,0,1,326.4,Four-Door Car,1,0
GU66096,Arizona,5457.342569,No,0,0,0,0,0,0,2002/2/11,0,0,0,0,M,94731,1,0,Married,67,23,65,0,4,0,0,1,0,1,0,0,0,0,0,321.6,Four-Door Car,1,0
UC33108,California,6563.644143,No,1,0,0,1,0,0,2/22/11,0,0,0,0,M,32375,1,0,Married,83,17,83,0,6,0,0,0,0,0,0,0,0,0,0,398.4,Four-Door Car,0,0
LW93867,Oregon,4812.525221,No,0,0,1,0,0,0,2001/3/11,0,0,1,0,M,16531,0,1,Married,63,0,40,0,4,1,0,0,0,0,0,0,0,0,1,102.879769,Four-Door Car,1,0
OU78470,Arizona,29328.04185,No,1,0,0,0,1,0,2/27/11,0,0,0,0,F,32006,0,1,Single,94,28,7,0,2,1,0,0,1,1,0,0,0,1,0,56.868289,Four-Door Car,1,0
